代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来
005561,创金中证红利低波动A,--,-1.58%,-7.99%,--,--,--,-14.51%
005562,创金中证红利低波动C,--,-1.60%,-8.03%,--,--,--,-14.59%
005563,创金合信国证1000指数A,0.7951,-3.56%,-11.34%,-20.13%,--,--,-20.62%
005564,创金合信国证1000指数C,0.7941,-3.58%,-11.38%,-20.21%,--,--,-20.72%
005565,创金合信国证2000指数A,0.7587,-9.66%,-16.98%,-29.14%,--,--,-24.19%
005566,创金合信国证2000指数C,0.7576,-9.67%,-17.02%,-29.21%,--,--,-24.31%
005567,创金MSCI中国A股国际指数A,--,-1.50%,-9.09%,-17.11%,--,--,-18.19%
005568,创金MSCI中国A股国际指数C,--,-1.52%,-9.16%,-17.23%,--,--,-18.34%
005569,中融智选红利股票A,0.8509,-1.52%,-6.93%,-14.55%,--,--,-14.56%
005570,中融智选红利股票C,0.8484,-1.57%,-7.08%,-14.83%,--,--,-14.84%
005571,中银证券新能源混合A,0.9624,-4.41%,--,--,--,--,-4.34%
005572,中银证券新能源混合C,0.9620,-4.42%,--,--,--,--,-4.38%
005573,东吴悦秀A,1.0316,0.68%,1.71%,--,--,--,3.15%
005574,东吴悦秀C,1.0315,0.68%,1.70%,--,--,--,3.14%
005575,长信稳鑫三个月定开债发起式,1.0382,0.68%,1.82%,3.15%,--,--,4.17%
005576,华泰柏瑞新金融地产混合,0.8509,-0.67%,-2.89%,-13.09%,--,--,-14.35%
005577,交银丰晟收益债券A,1.0411,1.33%,4.18%,--,--,--,4.65%
005578,交银丰晟收益债券C,1.0389,1.27%,4.01%,--,--,--,4.41%
005579,光大保德信晟利债券A,1.0046,0.29%,--,--,--,--,0.47%
005580,光大保德信晟利债券C,1.0038,0.25%,--,--,--,--,0.39%
005581,华夏信用债ETF联接A,1.0379,0.50%,1.70%,--,--,--,3.80%
005582,华夏信用债ETF联接C,1.0367,0.49%,1.64%,--,--,--,3.69%
005583,易方达港股通红利混合,0.7863,-3.15%,-13.09%,-19.42%,--,--,-22.81%
005584,银河量化成长混合,1.0201,0.02%,0.26%,--,--,--,1.87%
005585,银河文体娱乐混合,0.9887,-1.08%,-2.72%,--,--,--,-1.81%
005586,银河量化多策略混合,,,,,,,
005587,安信比较优势混合,0.8334,-3.19%,-8.76%,-16.25%,--,--,-16.17%
005588,长安裕腾混合A,0.9312,-2.42%,-7.35%,--,--,--,-7.17%
005589,长信企业精选定开混合,--,-2.84%,--,--,--,--,-3.79%
005590,汇添富鑫永定开债A,1.0473,0.92%,2.08%,3.86%,--,--,4.81%
005591,汇添富鑫永定开债C,--,--,--,--,--,--,0.00%
005592,长安裕腾混合C,0.9264,-2.44%,-7.75%,--,--,--,-7.65%
005593,上投创新商业模式混合,0.7617,-5.55%,-19.22%,-23.22%,--,--,-23.22%
005594,招商添润3个月定开债A,1.0412,0.56%,1.24%,2.69%,--,--,4.15%
005595,招商添润3个月定开债C,--,--,--,--,--,--,0.00%
005596,建信战略精选灵活配置混合A,0.8248,-1.95%,-13.21%,-17.05%,--,--,-17.05%
005597,建信战略精选灵活配置混合C,0.8222,-1.99%,-13.31%,-17.31%,--,--,-17.31%
005598,广发中小盘精选混合,0.8491,0.15%,-8.97%,--,--,--,-13.84%
005599,汇安量化优选灵活配置A,0.9376,-2.71%,--,--,--,--,-6.09%
005600,汇安量化优选灵活配置C,0.9354,-2.79%,--,--,--,--,-6.32%
005603,嘉实新添康定期混合A,--,--,--,--,--,--,0.03%
005604,嘉实新添康定期混合C,--,--,--,--,--,--,0.01%
005605,兴银瑞福定开债,--,--,--,--,--,--,--
005606,招商招鸿6个月定开债发起式,1.0314,0.48%,1.16%,3.20%,--,--,3.43%
005607,华宝中证500增强A,0.7848,-5.04%,-13.78%,--,--,--,-20.62%
005608,华宝中证500增强C,0.7833,-5.06%,-13.86%,--,--,--,-20.77%
005609,富国军工主题混合,0.8132,-7.26%,-12.75%,-17.21%,--,--,-18.05%
005610,中银泰享定期开放债券,1.0285,0.55%,1.36%,2.95%,--,--,3.15%
005611,中银证券汇享定开债,1.0150,0.65%,1.44%,--,--,--,1.87%
005612,嘉实核心优势股票发起式,0.8525,1.00%,-10.59%,-12.08%,--,--,-14.15%
005613,上投富时发达市场REITs,1.1132,-5.47%,-1.54%,--,--,--,7.92%
005614,上投富时发达市场REITs美钞,0.1611,-4.03%,-3.91%,--,--,--,0.76%
005615,上投富时发达市场REITs美汇,0.1612,-4.03%,-3.91%,--,--,--,0.76%
005616,东方量化成长灵活配置混合,0.8772,-1.86%,-9.40%,-12.45%,--,--,-12.48%
005617,中信嘉鑫定期开放债券,1.0435,0.63%,2.08%,3.40%,--,--,4.41%
005618,融通红利机会主题精选混合A,0.9415,-1.26%,-3.49%,-6.65%,--,--,-5.93%
005619,融通红利机会主题精选混合C,0.9389,-1.30%,-3.61%,-6.88%,--,--,-6.19%
005620,中欧品质消费股票A,0.9084,0.33%,-11.85%,-8.78%,--,--,-9.30%
005621,中欧品质消费股票C,0.9017,0.28%,-12.02%,-9.41%,--,--,-10.05%
005622,博时富安3个月定开债,1.0448,0.96%,2.00%,3.72%,--,--,4.56%
005623,广发中债1-3年农发债指数A,1.0194,0.63%,1.74%,--,--,--,2.95%
005624,广发中债1-3年农发债指数C,1.0566,0.63%,1.75%,--,--,--,6.67%
005625,南华瑞鑫定期开放债券,1.0333,0.54%,1.70%,3.27%,--,--,3.51%
005628,汇安趋势动力股票A,0.9428,-1.85%,-6.59%,--,--,--,-5.95%
005629,汇安趋势动力股票C,0.9387,-1.89%,-6.71%,--,--,--,-6.36%
005630,华安研究精选混合,0.8082,-6.02%,-16.05%,-19.33%,--,--,-19.00%
005631,博时富乾3个月定开债,1.0320,0.67%,1.76%,2.65%,--,--,3.29%
005632,鹏华量化先锋混合,0.7116,-2.03%,-9.33%,-24.47%,--,--,-29.09%
005633,建信中证500指数增强C,1.6453,-7.77%,-17.88%,-28.22%,--,--,-30.43%
005635,博时量化多策略股票A,0.8396,-1.95%,-7.33%,-15.66%,--,--,-15.66%
005636,博时量化多策略股票C,0.8360,-2.02%,-7.52%,-16.02%,--,--,-16.02%
005637,中融聚业定期开放债券,,,,,,,
005638,农银汇理量化智慧动力混合,0.8581,-2.87%,-10.14%,-14.10%,--,--,-14.08%
005639,平安300ETF联接A,0.8458,-0.94%,-7.80%,-15.43%,--,--,-15.43%
005640,平安300ETF联接C,0.8442,-0.97%,-7.87%,-15.60%,--,--,-15.60%
005641,国投瑞银顺源6个月定开债,1.0167,0.80%,1.63%,3.41%,--,--,4.39%
005642,鹏扬景升A,0.8859,-0.09%,-6.91%,-11.29%,--,--,-11.30%
005643,鹏扬景升C,0.8820,-0.15%,-7.09%,-11.68%,--,--,-11.69%
005644,广发沪港深龙头混合,0.8804,0.33%,-7.93%,-11.42%,--,--,-11.64%
005645,华泰保兴尊信定开债,1.0414,0.59%,2.04%,3.09%,--,--,4.17%
005646,中海沪港深多策略灵活配置混合,0.8759,-1.05%,-14.43%,-13.10%,--,--,-12.98%
005647,广发汇佳定期开放债券,1.0343,0.66%,1.62%,3.19%,--,--,3.48%
005648,招商添琪3个月定开债A,1.0382,0.64%,1.40%,3.01%,--,--,3.85%
005649,招商添琪3个月定开债C,--,--,--,--,--,--,0.00%
005650,万家量化同顺混合A,0.8695,-2.21%,-11.82%,--,--,--,-12.53%
005651,万家量化同顺混合C,0.8667,-2.25%,-12.00%,--,--,--,-12.81%
005652,国富天颐混合A,1.0189,0.18%,0.57%,1.70%,--,--,1.77%
005653,国富天颐混合C,1.0140,0.12%,0.37%,1.22%,--,--,1.27%
005654,天弘悦享定开债券,1.0214,0.52%,1.76%,--,--,--,2.47%
005655,诺安浙享定开债券,1.0000,--,--,--,--,--,0.05%
005656,光大保德信安泽债券A,0.9987,-0.04%,--,--,--,--,-0.04%
005657,光大保德信安泽债券C,0.9983,-0.08%,--,--,--,--,-0.08%
005658,华夏沪深300ETF联接C,1.0547,-0.94%,-7.86%,-16.14%,--,--,-23.22%
005659,南方恒指ETF联接C,--,-0.80%,-5.47%,-6.50%,--,--,0.04%
005660,嘉实资源精选股票A,,,,,,,
005661,嘉实资源精选股票C,,,,,,,
005662,嘉实金融精选股票A,0.9842,3.48%,1.35%,0.86%,--,--,-0.77%
005663,嘉实金融精选股票C,0.9810,3.44%,1.21%,0.57%,--,--,-1.09%
005664,鹏扬景欣混合A,1.0064,0.65%,-0.06%,--,--,--,0.60%
005665,鹏扬景欣混合C,1.0040,0.61%,-0.21%,--,--,--,0.37%
005666,上银慧佳盈债券,1.0193,0.47%,1.27%,--,--,--,1.96%
005667,易方达富财纯债,,,,,,,
005668,融通新能源汽车主题精选混合,0.7760,-7.77%,-15.83%,--,--,--,-22.03%
005669,前海开源公用事业股票,0.9445,-2.22%,-5.45%,-5.61%,--,--,-5.65%
005670,嘉实致兴定开债发起式,1.0475,0.61%,3.47%,--,--,--,4.74%
005671,前海联合研究优选混合A,1.0027,0.10%,--,--,--,--,0.19%
005672,前海联合研究优选混合C,1.0010,0.04%,--,--,--,--,0.02%
005673,新华惠鑫债券A,0.9980,0.00%,0.00%,0.00%,--,--,0.00%
005674,诺德消费升级混合,0.9576,-1.17%,-3.94%,--,--,--,-4.50%
005675,易方达恒生国企ETF联接C,1.1342,-1.20%,-0.82%,-6.45%,--,--,11.26%
005676,易方达标普消费品指数C,1.7665,-6.49%,-7.67%,-3.20%,--,--,75.70%
005677,安信永盛定开债券,1.0211,0.37%,1.08%,2.07%,--,--,2.12%
005678,安信尊享添益,1.0308,0.82%,1.31%,2.88%,--,--,3.15%
005679,财通鑫盛6个月定开,--,0.44%,1.31%,--,--,--,-0.45%
005682,财通资管消费精选混合,0.7818,-3.97%,-13.60%,-22.14%,--,--,-22.19%
005683,国寿安保华兴灵活配置混合,0.9384,-0.58%,-4.50%,--,--,--,-6.25%
005684,财通鸿睿12个月定开债A,1.0062,1.06%,--,--,--,--,0.62%
005685,财通鸿睿12个月定开债C,1.0056,1.02%,--,--,--,--,0.56%
005686,财通瑞享12个月定开,--,0.57%,2.42%,--,--,--,2.02%
005689,中银医疗保健混合,0.9348,-3.07%,-5.98%,--,--,--,-6.03%
005691,南方中证100指数C,0.9404,1.25%,-3.94%,-11.68%,--,--,-15.86%
005692,广发全指工业ETF联接C,0.6743,-6.68%,-13.32%,-27.58%,--,--,-25.23%
005693,广发中证军工ETF联接C,0.6338,-10.73%,-10.18%,-23.04%,--,--,-11.39%
005694,华富恒玖3个月定开债,1.0061,0.29%,0.82%,1.87%,--,--,1.97%
005695,华安睿明两年定开混合A,--,-1.06%,-1.32%,--,--,--,-6.97%
005696,华安睿明两年定开混合C,--,-1.16%,-1.58%,--,--,--,-7.41%
005697,安信量化多因子混合C,0.9738,0.00%,3.08%,-3.32%,--,--,-6.60%
005698,华夏全球科技先锋混合,0.9882,-7.57%,-8.36%,--,--,--,-5.16%
005699,工银新经济人民币,--,-5.15%,-14.92%,--,--,--,-16.77%
005700,工银新经济美元,--,-4.09%,-16.73%,--,--,--,-20.97%
005701,上投摩根香港精选港股通,0.9252,-0.50%,-6.34%,--,--,--,-6.84%
005702,恒生前海港股通高股息指数,--,-0.06%,-2.54%,--,--,--,-4.62%
005703,永赢增益债券A,1.0083,0.86%,1.44%,2.68%,--,--,3.20%
005704,永赢增益债券C,1.0078,0.83%,1.36%,2.57%,--,--,3.08%
005705,永赢恒益债券,1.0265,0.77%,1.82%,--,--,--,2.68%
005706,兴业龙腾双益平衡混合,0.9963,-0.51%,-0.96%,--,--,--,-0.23%
005707,富国港股通量化精选股票型,0.9108,-1.50%,-7.81%,--,--,--,-7.84%
005708,国联安远见成长混合,1.0033,0.03%,0.19%,--,--,--,0.24%
005710,兴业嘉润3个月定开债,1.0254,0.71%,1.25%,2.49%,--,--,2.88%
005711,永赢惠添利灵活配置混合,0.9318,-3.31%,-4.87%,--,--,--,-6.79%
005712,兴全祥泰定期开放债券,1.0516,0.74%,2.61%,4.65%,--,--,5.25%
005713,中融季季红定开债A,1.0137,0.90%,1.91%,3.63%,--,--,3.80%
005714,中融季季红定开债C,1.0119,0.86%,1.82%,3.45%,--,--,3.61%
005715,人保纯债一年定开A,1.0266,0.71%,1.81%,2.92%,--,--,3.04%
005716,人保纯债一年定开C,1.0245,0.67%,1.70%,2.70%,--,--,2.81%
005717,兴业机遇债券,,,,,,,
005719,招商招诚定开债发起式,1.0002,--,--,--,--,--,0.02%
005720,前海开源乾盛定开债A,1.0014,0.48%,1.29%,2.53%,--,--,2.79%
005721,前海开源乾盛定开债C,1.0000,0.00%,0.00%,0.00%,--,--,0.00%
005722,前海联合泓瑞定开债券,1.0097,0.66%,1.34%,2.83%,--,--,3.30%
005723,中融聚安3个月定开债,1.0333,0.82%,1.86%,3.36%,--,--,3.36%
005724,交银致远智投混合,--,-1.73%,-2.20%,--,--,--,-2.46%
005726,国泰价值精选灵活配置混合,--,-4.68%,--,--,--,--,-6.96%
005727,嘉实中创400ETF联接C,0.6782,-10.45%,-20.21%,-32.29%,--,--,-32.18%
005728,华宝绿色主题混合,1.0044,0.43%,--,--,--,--,0.45%
005729,南方人工智能混合,--,--,--,--,--,--,--
005730,国泰江源优势精选混合,0.7327,-5.20%,-19.56%,-26.18%,--,--,-26.35%
005731,财通睿智6个月定开债,1.0255,0.39%,1.24%,2.47%,--,--,2.55%
005732,富国臻选成长灵活配置混合,0.9930,-0.59%,--,--,--,--,-0.74%
005733,华夏上证50ETF联接C,0.8467,2.67%,-0.24%,-8.54%,--,--,-13.32%
005734,华夏沪港通恒生ETF联接C,1.1478,-0.80%,-5.61%,-6.42%,--,--,17.21%
005735,MSCI中国A股国际通联接C,--,-0.77%,-7.68%,-16.57%,--,--,-20.12%
005736,中欧兴华债券,--,--,--,--,--,--,--
005737,博时上证50ETF联接C,0.8730,2.55%,-0.39%,-8.15%,--,--,-6.90%
005738,长城智能产业灵活配置混合,0.9490,-1.47%,-4.56%,--,--,--,-4.74%
005739,富国转型机遇混合,0.8218,-4.08%,-12.84%,--,--,--,-18.66%
005740,易方达恒信定期开放债券,1.0120,0.53%,1.81%,2.97%,--,--,3.09%
005741,南方君信混合,0.9866,-0.41%,-1.55%,--,--,--,-1.42%
005742,南方成安优选混合,0.8714,-1.88%,-12.76%,--,--,--,-11.76%
005743,长安裕隆混合A,1.0066,0.57%,--,--,--,--,0.57%
005744,长安裕隆混合C,1.0013,0.05%,--,--,--,--,0.03%
005745,广发汇康定期开放债券,1.0249,0.49%,1.59%,--,--,--,2.72%
005746,国泰聚利价值定开混合,--,-0.09%,-0.06%,-0.19%,--,--,-0.16%
005747,华安MSCI中国A股联接A,,,,,,,
005748,华安MSCI中国A股联接C,,,,,,,
005749,银河庭芳3个月定开债券,1.0220,0.49%,1.40%,2.92%,--,--,3.22%
005750,平安大华双债添益债券A,1.0168,0.00%,0.97%,--,--,--,1.64%
005751,平安大华双债添益债券C,1.0154,-0.03%,0.86%,--,--,--,1.50%
005752,金鹰添盛定开债券,1.0003,--,--,--,--,--,0.13%
005753,泰达宏利金利债券,1.0148,0.54%,1.33%,2.55%,--,--,2.82%
005754,平安大华短债A,1.0252,0.42%,1.49%,--,--,--,2.55%
005755,平安大华短债C,1.0248,0.41%,1.46%,--,--,--,2.51%
005756,平安大华短债E,1.0242,0.40%,1.44%,--,--,--,2.45%
005757,长江汇聚量化多因子,0.8838,-3.86%,-12.03%,--,--,--,-10.95%
005758,中融量化精选(FOF)A,--,-0.81%,-2.67%,--,--,--,-3.23%
005759,中融量化精选(FOF)C,--,-0.86%,-2.82%,--,--,--,-3.52%
005760,富国周期优势混合,0.9964,2.11%,0.08%,--,--,--,0.08%
005761,招商MSCI中国A股国际通A,--,-0.03%,-6.65%,--,--,--,-9.66%
005762,招商MSCI中国A股国际通C,--,-0.07%,-6.77%,--,--,--,-9.88%
005763,中欧电子信息产业沪港深股票C,1.0014,-5.37%,-4.96%,--,--,--,-8.13%
005764,中欧潜力价值灵活配置混合C,1.1070,-4.07%,-12.56%,-15.57%,--,--,-17.23%
005765,中欧明睿新常态混合C,0.9542,-6.49%,-11.38%,-17.03%,--,--,-16.42%
005766,平安大华合瑞定开债,1.0398,0.90%,1.81%,3.94%,--,--,4.00%
005769,南方共享经济混合,0.9980,-0.20%,--,--,--,--,-0.10%
005770,信达澳银中证沪港深高股息精选,,,,,,,
005771,银华可转债债券,1.0027,0.56%,--,--,--,--,0.30%
005772,工银瑞景定开发起式债券,1.0149,0.42%,1.42%,--,--,--,1.71%
005774,华夏产业升级混合,--,-1.19%,--,--,--,--,-1.77%
005775,中加转型动力混合A,--,0.18%,--,--,--,--,0.18%
005776,中加转型动力混合C,--,0.08%,--,--,--,--,0.08%
005777,广发科技动力股票,0.8460,-6.93%,-14.51%,--,--,--,-14.52%
005778,广发汇元纯债定开债,1.0311,0.57%,1.78%,3.10%,--,--,3.13%
005779,鑫元常利定开债,1.0329,0.63%,1.71%,3.20%,--,--,3.31%
005780,鑫元增利定开债发起式,1.0259,0.81%,1.56%,--,--,--,3.04%
005781,华富富瑞3个月定开债,1.0240,0.44%,1.23%,2.38%,--,--,2.44%
005782,创金合信汇益纯债一年定开债A,1.0106,0.82%,1.92%,--,--,--,1.92%
005783,创金合信汇益纯债一年定开债C,1.0102,0.79%,1.84%,--,--,--,1.84%
005784,创金汇誉六个月定开债A,1.0105,0.76%,1.05%,--,--,--,1.05%
005785,创金汇誉六个月定开债C,1.0097,0.73%,0.97%,--,--,--,0.97%
005786,中邮纯债汇利定开债,1.0006,--,--,--,--,--,0.15%
005787,中欧新趋势混合C,0.8703,-6.38%,-17.05%,-19.16%,--,--,-21.09%
005788,南方MSCI中国A股联接A,--,-0.45%,-7.26%,--,--,--,-6.43%
005789,南方MSCI中国A股联接C,--,-0.48%,-7.37%,--,--,--,-6.57%
005790,银河景行3个月定开债,1.0146,0.82%,1.50%,--,--,--,1.81%
005791,华夏鼎福三个月定开债A,1.0005,--,--,--,--,--,0.21%
005792,华夏鼎福三个月定开债C,1.0000,--,--,--,--,--,0.00%
005793,华富可转债债券,0.9257,-3.03%,-8.31%,--,--,--,-6.84%
005794,银华心怡灵活配置混合,0.9165,2.08%,-7.71%,--,--,--,-7.75%
005795,博时中证500指数增强C,0.7476,-7.03%,-14.47%,-22.32%,--,--,-22.15%
005796,嘉实新添荣定期混合A,0.9989,0.10%,-0.37%,--,--,--,-0.21%
005797,嘉实新添荣定期混合C,0.9961,0.05%,-0.53%,--,--,--,-0.49%
005799,创金合信春来回报A,--,0.38%,0.41%,--,--,--,-0.12%
005800,创金合信春来回报C,--,0.30%,0.22%,--,--,--,-0.34%
005801,工银印度基金美元,--,-10.68%,-16.52%,--,--,--,-18.83%
005802,添富智能制造股票,0.9187,-0.40%,-6.33%,--,--,--,-7.29%
005803,广发京津冀ETF联接A,--,-9.45%,-16.17%,--,--,--,-29.54%
005804,广发京津冀ETF联接C,--,-9.46%,-16.21%,--,--,--,-29.62%
005805,华泰柏瑞医疗健康混合,0.9098,-3.13%,-8.77%,--,--,--,-9.28%
005806,华泰柏瑞国企整合,0.9220,-0.77%,-7.37%,--,--,--,-6.82%
005807,安信复兴100指数A,--,-5.29%,-11.19%,--,--,--,-11.09%
005808,安信复兴100指数C,--,-5.36%,-11.29%,--,--,--,-11.21%
005809,前海开源裕源(FOF),--,0.23%,0.95%,--,--,--,0.52%
005810,南方瑞祥一年混合A,--,-1.53%,-3.06%,--,--,--,-3.18%
005811,南方瑞祥一年混合C,--,-1.63%,-3.38%,--,--,--,-3.67%
005812,鹏华产业精选,0.7687,-2.37%,-19.73%,--,--,--,-22.19%
005813,华安CES港股通ETF联接A,--,-1.76%,-7.48%,--,--,--,-8.36%
005814,华安CES港股通ETF联接C,--,-1.79%,-7.57%,--,--,--,-7.08%
005815,农银汇理睿选灵活配置混合,0.8227,-6.08%,-16.96%,--,--,--,-16.84%
005817,金元顺安沣顺定开债,1.0196,0.80%,2.38%,--,--,--,2.35%
005818,金元顺安沣泰定开债发起式,1.0204,0.75%,2.33%,--,--,--,2.59%
005819,国泰优势行业混合,0.8590,-5.75%,-10.54%,--,--,--,-13.35%
005820,博时富兴纯债3个月定开债发起式,1.0272,0.57%,1.78%,3.03%,--,--,3.03%
005821,万家新机遇龙头企业混合,0.8780,-2.82%,-9.03%,--,--,--,-11.22%
005822,国富恒裕6个月定开债,1.0240,0.39%,1.16%,2.42%,--,--,2.44%
005823,泰康颐享混合A,1.0154,0.98%,1.34%,--,--,--,1.56%
005824,泰康颐享混合C,1.0154,0.98%,1.36%,--,--,--,1.56%
005825,申万菱信智能驱动股票,0.9356,-2.03%,-5.95%,--,--,--,-5.93%
005826,华夏潜龙精选股票,--,--,--,--,--,--,-0.79%
005827,易方达蓝筹精选混合,--,-2.55%,--,--,--,--,-2.69%
005828,长江乐越定开债,1.0209,0.74%,1.55%,2.48%,--,--,2.48%
005829,建信MSCI联接A,--,-0.08%,-4.31%,--,--,--,-5.23%
005830,建信MSCI联接C,--,-0.12%,-4.41%,--,--,--,-5.39%
005831,鹏华尊悦发起式定开债券,1.0170,0.88%,2.65%,--,--,--,3.72%
005832,景顺MSCI中国A股国际通联接,--,-0.41%,-7.16%,--,--,--,-13.52%
005833,工银红利优享混合A,,,,,,,
005834,工银红利优享混合C,,,,,,,
005835,招商稳祯定期开放混合,--,--,--,--,--,--,0.03%
005840,富国产业驱动混合,,,,,,,
005841,富国尊利纯债定开债,1.0306,0.92%,2.40%,--,--,--,3.14%
005842,海富通弘丰定开债券,,,,,,,
005844,东方人工智能主题混合,0.8626,-6.42%,-14.63%,--,--,--,-14.16%
005845,长城久荣纯债定开,1.0102,0.51%,0.87%,--,--,--,1.04%
005846,宝盈盈泰纯债债券,1.0218,0.63%,2.03%,--,--,--,2.24%
005847,富国沪港深业绩驱动混合型,0.9742,-0.29%,--,--,--,--,-2.30%
005849,鑫元合利定开债发起式,1.0223,0.70%,1.87%,--,--,--,2.56%
005851,财通新视野灵活配置混合A,0.9493,-2.81%,-4.41%,--,--,--,-4.49%
005852,中银添利债券发起C,1.2221,0.58%,1.41%,2.33%,--,--,2.33%
005853,财通聚利纯债债券,1.0015,--,--,--,--,--,0.16%
005854,财通汇利纯债,1.0044,0.35%,1.12%,--,--,--,1.34%
005855,中科沃土沃瑞混合A,,,,,,,
005856,中科沃土沃瑞混合C,,,,,,,
005857,汇添富鑫成定开债A,1.0226,0.86%,1.40%,--,--,--,2.34%
005858,汇添富鑫成定开债C,--,--,--,--,--,--,0.00%
005859,南方固胜定期开放混合,,,,,,,
005860,中金新丰灵活配置A,--,0.29%,--,--,--,--,0.30%
005861,中金新丰灵活配置C,--,0.18%,--,--,--,--,0.19%
005862,华夏鼎禄三个月定开债券A,1.0000,--,--,--,--,--,0.02%
005863,华夏鼎禄三个月定开债券C,1.0000,--,--,--,--,--,0.00%
005864,国投瑞银顺达纯债债券,1.0207,0.81%,1.52%,--,--,--,2.08%
005865,浦银安盛量化多策略混合A,--,0.06%,--,--,--,--,0.06%
005866,浦银安盛量化多策略混合C,--,-0.02%,--,--,--,--,-0.02%
005867,国泰沪深300指数C,0.6982,-1.16%,-8.27%,--,--,--,-14.69%
005868,平安MSCI中国A股ETF联接A,--,-1.47%,-8.01%,--,--,--,-7.95%
005869,平安MSCI中国A股ETF联接C,--,-1.48%,-8.05%,--,--,--,-7.99%
005870,鹏华沪深300指数增强,0.8299,-3.42%,-10.69%,--,--,--,-17.45%
005871,天弘荣享定开债,1.0197,0.38%,1.75%,--,--,--,1.96%
005872,太平恒利纯债,1.0126,0.38%,0.98%,--,--,--,1.27%
005873,建信创业板ETF联接A,0.8182,-7.12%,-18.59%,--,--,--,-18.30%
005874,建信创业板ETF联接C,0.8171,-7.14%,-18.68%,--,--,--,-18.41%
005875,易方达中盘成长混合,0.9719,-1.05%,-2.88%,--,--,--,-2.86%
005876,易方达鑫转增利混合A,,,,,,,
005877,易方达鑫转增利混合C,,,,,,,
005878,博时产业新动力混合C,1.3093,-1.36%,-12.44%,--,--,--,-17.65%
005879,中加颐兴定开债券,1.0204,0.38%,1.91%,--,--,--,2.04%
005880,建信上证50ETF联接A,,,,,,,
005881,建信上证50ETF联接C,,,,,,,
005882,财通资管鑫达混合E,1.0064,0.33%,0.56%,--,--,--,0.56%
005883,华宝港股通香港精选混合,0.9846,-0.11%,-1.32%,--,--,--,-1.21%
005884,平安大华合悦定开债,1.0123,0.86%,1.23%,--,--,--,1.33%
005885,金鹰信息产业股票C,0.9330,-6.61%,-9.31%,--,--,--,-9.57%
005886,华夏鼎沛债券A,0.9909,-0.38%,-0.72%,--,--,--,-0.66%
005887,华夏鼎沛债券C,0.9897,-0.41%,-0.83%,--,--,--,-0.78%
005888,华夏新兴消费混合A,,,,,,,
005889,华夏新兴消费混合C,,,,,,,
005892,先锋汇盈纯债A,1.0053,0.53%,--,--,--,--,0.53%
005893,先锋汇盈纯债C,1.0049,0.49%,--,--,--,--,0.49%
005894,华夏优势精选股票,0.9654,-2.10%,--,--,--,--,-3.34%
005895,平安大华合丰定开债,1.0061,0.37%,--,--,--,--,0.61%
005896,平安大华合慧定开债,1.0062,0.13%,0.56%,--,--,--,0.63%
005897,平安大华合颖定开债,1.0006,--,--,--,--,--,0.17%
005898,浦银安盛盛泽定开债券,1.0002,--,--,--,--,--,0.16%
005899,国投瑞银品牌优势混合,,,,,,,
005900,国投瑞银行业先锋混合,0.9653,-1.90%,-3.12%,--,--,--,-3.25%
005901,诺安汇利灵活配置混合A,0.9983,-0.45%,0.03%,--,--,--,0.03%
005902,诺安汇利灵活配置混合C,1.0151,-0.27%,1.75%,--,--,--,1.75%
005903,泰达宏利绩优混合,0.9083,-2.65%,-8.43%,--,--,--,-8.96%
005904,华泰保兴成长优选A,0.8964,-6.56%,-8.84%,--,--,--,-9.78%
005905,华泰保兴成长优选C,0.8938,-6.59%,-9.06%,--,--,--,-10.04%
005906,招商丰茂灵活混合发起式A,1.0017,-0.06%,0.02%,--,--,--,0.05%
005907,招商丰茂灵活混合发起式C,0.9992,-0.12%,-0.20%,--,--,--,-0.21%
005908,华泰保兴尊利债券A,1.0051,0.39%,0.49%,--,--,--,0.56%
005909,华泰保兴尊利债券C,1.0039,0.36%,0.38%,--,--,--,0.44%
005910,广发龙头优选混合,0.9923,-0.52%,--,--,--,--,-0.81%
005911,广发双擎升级混合,,,,,,,
005912,广发全球收益债券(QDII)A,--,-0.15%,--,--,--,--,-0.18%
005913,广发全球收益债券(QDII)C,--,-0.19%,--,--,--,--,-0.22%
005915,先锋安盈纯债A,,,,,,,
005916,先锋安盈纯债C,,,,,,,
005917,广发汇誉3个月定开债,1.0160,0.46%,1.48%,--,--,--,1.80%
005918,天弘沪深300指数C,0.8495,-0.95%,-7.95%,--,--,--,-15.10%
005919,天弘中证500指数C,0.7428,-7.96%,-15.80%,--,--,--,-25.66%
005920,富国颐利纯债债券,1.0096,0.85%,--,--,--,--,0.97%
005921,农银汇理金鑫3个月定开债,1.0034,0.37%,0.45%,--,--,--,0.49%
005922,圆信永丰中高等级债,1.0094,0.78%,--,--,--,--,0.93%
005923,华富恒悦定期开放债券A,1.0110,0.56%,1.67%,--,--,--,1.32%
005924,华富恒悦定期开放债券C,1.0100,0.51%,1.56%,--,--,--,1.19%
005927,创金合信新能源汽车股票A,0.9134,-7.52%,-7.98%,--,--,--,-9.35%
005928,创金合信新能源汽车股票C,0.9088,-7.58%,-8.15%,--,--,--,-9.63%
005931,中融恒裕纯债A,,,,,,,
005932,中融恒裕纯债C,,,,,,,
005935,前海联合润丰混合C,--,--,--,--,--,--,0.00%
005936,申万菱信安泰惠利纯债A,1.0066,0.69%,--,--,--,--,0.82%
005937,工银精选金融地产混合A,,,,,,,
